name,latitude,longitude
Frituur t'Bareeltje,51.2476003,4.453234
Detroit Square Pizza,51.2463166,4.4492013
Pizza Marmaris,51.2469449,4.4435028
Happy Cooking,51.2420835,4.4352871
Domino's Pizza,51.2456815,4.4482932
Lunch Halte,51.2437152,4.4433173
Nok-Thai,51.2292003,4.4723965
Bodega Gust,51.2191945,4.4756758
Frituur Tosca,51.2310311,4.4556895
Pizza Point,51.2197869,4.3823975
Pizza Taxi Eilandje,51.2306551,4.4091294
D'Anvers Events,51.258126,4.442432
Toscane,51.2064948,4.0418883
Frituur 't Krokantje,51.2209083,4.1235838
Sushi Royal Stekene,51.2079569,4.0431196
Pizza Corner,51.2561525,4.0899404
Hit Kebab,51.2543011,4.0884489
Frituur Het Hoekske,51.174883,4.1199391
La Bella Italia,51.1636,4.139783
Pitza Service,51.1711537,4.153305
Coffee Co.,51.1649322,4.1431819
Komagene - Vegan fast food,51.162003,4.1394033
Foubert-Ice Cream & Pancakes,51.1697478,4.143005
Pita 't Krokantje,0.0,0.0
Domino's Pizza,51.1704032,4.1428199
Centerken - Food & Drinks,51.1698751,4.1428764
Pizza Times,51.19369,4.096637
Indian Kitchen & Shop,51.0863755,4.2733893
Pizza Lacasa,51.127893,4.2160941
Pastabox,51.1704426,4.1429433
Pita Planet,51.1639517,4.1394059
Tradita,51.1605694,4.1507192
Grand Station,51.0967684,4.2329777
Pizza Pamukkale,51.1272762,4.2120871
Oishi Sushi,51.1718642,4.146251
İstiklal Breakfast & Lunch,51.1620798,4.1367294
La Casa Snack,51.1647761,4.1415672
Meat District,51.166225,4.141768
Fresh Pita,51.1620708,4.1413516
't Gouden Frietje,51.161182,4.1323647
Pizza Hut Delivery,51.15037,4.132489
Pita Sofra,51.17049,4.1440005
Kingribs Sint-Niklaas,51.168594,4.140068
Brasserie De Waaslander,51.1633837,4.1403406
U Tacos,51.1636273,4.1392218
Amarelys,51.177748,4.438554
Pizza Pasta Time,51.2333152,4.4601268
Frituur Kwebbel,51.166782,4.444764
Salt Snackbar,51.2385223,4.4404223
Pizza Hut Delivery,51.1799803,4.4328855
Chaplin's Pizza,51.2312881,4.4431579
2Taste,51.21409,4.444752
Pizza Pasta Locale,51.2233233,4.4369035
Australian,51.2196426,4.4027445
Sushi Eiland,51.2335277,4.4127408
Banh Mi,51.2213148,4.4023894
Chokdee Thai Cuisine,51.2190396,4.4004133
La Monte Carlo,51.2308451,4.4063067
Taco Factory,51.2198742,4.4145863
Australian,51.2176369,4.4193856
Eldina Snack,51.2409064,4.4391414
Frituur Chipz Roosevelt,51.2199836,4.4157496
Thai Spice Chili,51.2281544,4.4145228
Verona,51.2200469,4.3997509
Takumi Ramen Kitchen,51.2211152,4.400939
Salt n' Pepper Snack Burgerhouse,51.2198804,4.4385031
Foodbar The Wave,51.2253761,4.4368113
Donuttello,51.2162181,4.4214944
Tota Empanadas 2,51.2201231,4.3985119
Istanbul Eethuis,51.2190487,4.4193643
Pearl of Hongkong,51.1987339,4.4410278
Royal Thai,51.219566,4.4003296
PastaTioné,51.2162181,4.4214944
Carthago Grill,51.226784,4.4046106
Chitir Chicken,51.2147681,4.3986484
Pizza Pasta Pita Mazador,51.21871,4.424192
Umi Sushi,51.2194256,4.4009681
Starbucks ©,51.219482,4.4012961
Munji Sandwich & Fruit Bar,51.2189508,4.4001729
Shirin,51.2203005,4.4249559
Starbucks ©,51.2162181,4.4214944
Happy Fries,51.2213083,4.419735
Ealaa Kayfik,51.2181348,4.4199321
Bolifrit,51.2036366,4.3893121
Poule & Poulette,51.2278839,4.4056334
Subtime,51.2185987,4.4149687
Hawaiian Poké Bowl,51.2179404,4.4159359
La Rose,51.2180206,4.4181578
Malicava,51.2220039,4.40043
The Vend,51.207916,4.392708
Thuy Hanoi,51.2196365,4.400244
Little Ethiopia,51.2230564,4.4001888
Restaurant Diamantclub,51.214865,4.4188809
El Baraka,51.2222301,4.4356682
Pizza Apetito,51.2247691,4.4187414
Holy Cookies,51.2248736,4.4082361
Minori,51.2168007,4.4009848
Palestijns Restaurant,51.2236995,4.4298534
Wok & Walk,51.2181019,4.4208023
Wok van Antwerpen,51.2179872,4.427206
Frituur Skyline,51.2257392,4.4170255
Basic Italian,51.2312021,4.4124961
Ceders van Libanon,51.2184832,4.4002384
Scoober Hub,51.2202893,4.4054025
Kumpir Eethuis,51.2204532,4.3988749
Quick,51.217556,4.416869
Frites Atelier by Sergio Herman,51.2166969,4.4043366
Snack Omar,51.2253019,4.4167098
Tota Empanadas,51.2201231,4.3985119
Zomsa - Tibetan Street Food,51.2212796,4.4204719
Cadix Food,51.2316215,4.4128881
Antwerp Kebab,51.2219602,4.4134255
Via Via,51.2214733,4.4044475
Frituur Roma,51.2140068,4.4398866
Lasagne Shop,51.2202744,4.4120108
Bistro 't Braboke,51.2208519,4.3998222
Poule & Poulette,51.2187537,4.3967724
Satay,51.2212386,4.4042719
Nimmanhaemin,51.2239898,4.4076384
I-Chi,51.2232183,4.4162935
Bavet,51.214519,4.3982456
Greenway,51.219278,4.4011067
Five Guys,51.2179269,4.4170226
Frituur Kattekwaad,51.2079766,4.3981188
Yukinii Sushi & Grill,51.2183625,4.4185121
Mixor Kebab,51.2192348,4.4203085
Libanezza,51.2202455,4.3988435
Eethuis - Frituur 't Stad,51.2210431,4.402659
Royal Tokyo Sushi Bar Antwerpen,51.2182327,4.4180683
Compagnie Belge Artisan Gelato,51.2208493,4.3997786
Bavet,51.2276187,4.4054943
Tarbouch,51.2166212,4.4170991
Restaurant Athene,51.2250087,4.4013753
Sultan Kebap,51.218858,4.4050159
Pita Falcon,51.2264972,4.4049809
Only Kebab,51.22128,4.4026248
Pizzeria Pepino,51.2198771,4.4011356
Mister Spaghetti,51.2217903,4.3982449
18 Sushi,51.2195894,4.4144203
Burger King,51.2186918,4.4055072
Sushi Today,51.2211139,4.4151612
Mai Thai,51.2207164,4.3985251
Frituur Arré Patat,51.218734,4.3968308
Dunkin' Donuts,51.2184232,4.4133606
LivaKebab,51.2026936,4.3901947
Al Wali,51.2166348,4.4170841
Damas Veneto,51.2207499,4.4266288
Holy Guacamoly Burrito Shop,51.2180395,4.4046743
Pizza Hut Delivery,51.2103988,4.4097622
Ploy Pochana,51.2209734,4.4207413
Garden of India,51.2191128,4.4003167
La Boqueria,51.2176973,4.3953276
Ons Suzanne,51.2313003,4.4105387
Kababu,51.2265962,4.4049746
Fang's Hapje,51.2196318,4.4206178
Aahaar Restaurant,51.2155302,4.4174
TotalEnergies,51.2298631,4.4024625
Belchicken,51.2181094,4.4057275
Chicken Center,51.2194223,4.4189822
McDonald's,51.2179292,4.4145286
Pizarro Pizza Slice Shop,51.2201576,4.4029371
Sid's,51.23237,4.424032
KFC,51.2200735,4.4004088
Frituur Chipz Unief,51.2209418,4.4099654
Changal,51.2220804,4.4258199
Happy Burger,51.2141814,4.4387233
Smaeck Croquettenbar,51.2228465,4.4023239
Wasbar,51.2204528,4.4027855
Snack Black Star,51.2222354,4.4211306
Pita Alexandria,51.2207673,4.3974944
McDonald's,51.2171982,4.4189804
Quick,51.2184528,4.4204664
Le Pain Quotidien,51.2134922,4.422568
Casa Mia,51.2115536,4.4007138
Wasbar,51.2176201,4.4191334
Broodlunch,51.2237594,4.4319467
Cappadocia,51.2180687,4.419398
Il Artigiano,51.2299966,4.4042045
Frituur De Petaat,51.2141448,4.4101504
Roti Antwerp,51.2301212,4.4103029
Wasbar,51.2120861,4.3942913
Leonardo Da Vinci,51.217867,4.4191049
Takumi Ramen Kitchen,51.2179118,4.4179357
Henry's Bagel & Juice,51.2165778,4.4176043
Kwat,51.2192214,4.3978613
New Ballywood,51.2274097,4.4218238
Aloha - Poké & Woké,51.2192622,4.4142282
Malaciorta,51.2179585,4.4180981
Kuala Lumpur,51.2182531,4.4184776
Antwerp Pizza - Pasta - Kebab,51.2198579,4.4027308
Balls & Glory,51.2151302,4.4097627
Eeetwell,51.2184483,4.4050625
Hard Rock Cafe,51.218676,4.402298
Kestè Pizzeria Bistro,51.2231032,4.4024813
Pizza Fast,51.211288,4.4013904
frituur 't viaductje,51.2331919,4.4237387
Pick & Mex,51.2193728,4.3987923
Taj Mahal,51.2183269,4.4188094
Greek Souvlaki by Persefon,51.2196095,4.4020956
Maandeeq Restaurant Somalisch & Yemenii,51.2220586,4.426126
O'Tagine,51.2208141,4.3970272
Yammy Thai Wok,51.2197131,4.4027335
Zola,51.2141138,4.4100257
Het Goudhaantje,51.1876906,4.3840528
Krua Thai,51.2196961,4.399684
Sil'eau foodbar,51.2299938,4.4100712
Waffle and Juice,51.2246525,4.4051274
Pizzeria San Remo,51.2176726,4.418769
JanYa Thai Wok,51.2217566,4.4007141
Dunkin' Donuts,51.217564,4.4195499
Ellis,51.2098993,4.3938942
Pizza Il Pazzo,51.2334935,4.4112117
McDonald's,51.2198722,4.4011443
My Tea,51.2216904,4.4023093
Amvrosia,51.2191269,4.3979361
La Torre,51.2202817,4.3999777
Sunu Restaurant,51.2232337,4.4217379
Kalura Pizzeria,51.2210847,4.4098659
Frituur Statie,51.1992501,4.4287476
La Lanterna,51.2126259,4.407574
O'Tacos,51.2191113,4.4050164
Wasbar,51.2161047,4.4089557
Orymaz,51.2278923,4.4058613
Njoy!,51.2158679,4.4455738
Diamond Sushi Wok & Grill,51.2165778,4.4176043
Foodmaker,51.2183276,4.4069997
Parillada Argentina,51.2181523,4.4181164
Sushi Palace Antwerpen,51.2156772,4.3992734
Sangeetha Vegetarian Restaurant,51.2204122,4.3987818
Bakkerij Deurne,51.2245882,4.4543326
't Perfecte Huis,51.2002004,4.4419063
Little Beirut,51.2303809,4.4099957
Toshi Sushi,51.2306464,4.4080764
Abilux Burger House,51.217974,4.4190218
Frituur 't Sateke,51.2116073,4.401589
Msemen,51.2198709,4.3982582
Pitaya,51.2202879,4.4025437
Persepolis,51.2211807,4.4043219
Loa Streetfood,51.2184084,4.3970079
Ellis,51.2278795,4.404542
8tea5 - Bubble Tea,51.219021,4.4081865
De Mezzanine by De Arme Duivel,51.2162935,4.4090226
Il Gusto Pizzeria,51.2203373,4.4026728
Ellis,51.2178388,4.4180979
Frituur de Smulpaep,51.2249866,4.4072166
QA Android & iOS restaurant,51.2194475,4.4024643
Iman Hallal Tandoori,51.2230256,4.4254952
Bia Mara,51.2209332,4.4002807
Otomat,51.2274536,4.4055286
Aroy Thai,51.2313973,4.4098175
Wagamama,51.2181134,4.4162049
Pizza Company Antwerpen,51.210841,4.4079446
Orso Pizzeria Pop Up,51.2356185,4.4236807
Rio Café,51.2245999,4.4137563
Sushimandu,51.2186497,4.41478
Cosita's,51.22498,4.41091
Bockwurst Guy,51.2150464,4.4208521
Argo restaurant,51.2188315,4.397466
Koz Kebap,51.226234,4.425389
Gevara,51.219154,4.419343
Maabista Sushi,51.219585,4.398256
Il Goloso,51.21401,4.40959
Londen Bakkerij,51.2311461,4.4124935
Le Beldi,51.2196653,4.4051366
Isola Di Luna,51.2304169,4.410882
Garden of Flavours,51.2217436,4.4024944
Domino's Pizza,51.2018466,4.4342579
Art Of Sushi,51.2244835,4.4009088
Foubert - Ice Cream & Pancakes,51.2278685,4.4042643
Flavours of india,51.2212273,4.3978602
Domino's Pizza,51.2196034,4.4155786
Crunchy,51.2164815,4.4037446
Philly Sandwich Bar,51.2219635,4.4007535
Kabul Restaurant,51.224567,4.422487
New Vetanami Rice Roll,51.2202631,4.4196342
Eethuis Royale,51.21175,4.4283533
Beyzade,51.2245014,4.4167564
IJSTEA - Bubble Tea & Frozen Yogurt,51.22177,4.4004526
Palmira Restaurant,51.2182671,4.4183326
China Star,51.22011,4.420506
Kioku Sushi Restaurant,51.213818,4.4094734
Snack Gaza,51.221252,4.4288034
Bar Gazet,51.214134,4.41034
Kaiseki Sushi,51.218002,4.41718
Mahshi - Linader,51.2274938,4.4565426
Tasty Thai Express,51.219658,4.4153314
Beastie Smash,51.217846,4.4194174
Yim Thai Antwerpen,51.223385,4.402995
Ruba Antwerpen,51.2165404,4.4012473
Amorino Antwerpen,51.2205467,4.399507
Pura Vida Vegan Taco's & more,51.214146,4.4092126
Boker Tov,51.227657,4.4092493
De 3 Snellen,51.233707,4.423379
Sufra,51.220657,4.39879
Aashirwad,51.2205827,4.4196523
What the Kebab,51.219982,4.4150385
Sushi Omega,51.2217701,4.405202
Poké For You,51.1722848,4.4066005
Frituur Den Hoek Af,51.2036644,4.3917964
Hot Pot,51.207046,4.4148922
Sushi Antwerpen & Take away,51.2058698,4.3964821
Öz Ahi Döner,51.1899559,4.3778795
Pam Pam,51.2020865,4.3923969
Pizza Pasta Nr1 City,51.2068362,4.3928489
Hong Kong City,51.2062464,4.4169738
Frituur Chipz Zuid,51.2104129,4.3893039
Shad Desi Indian Food,51.2133038,4.4095652
Quick,51.185837,4.4304653
Roll & Bowl,51.2218802,4.4124687
't Gouden Frietje,51.184198,4.3885172
Bananaleaf,51.2115001,4.3973919
Primavera,51.1763665,4.3503288
Daddy's Dim Sum,51.1946999,4.4063686
Oses Çiğköfte,51.2040965,4.3943323
Frituur Vogelmarkt,51.2129675,4.4088779
Rifaga,51.1865467,4.3749696
Lucy Chang,51.2104859,4.396962
Ocean Sushi,51.2117351,4.3942704
Bodrum Palace,51.224524,4.4169147
Blessed,51.21269,4.392407
Sushi Centraal,51.2145743,4.403554
AFC - Antwerp Fried Chicken,51.1883557,4.3829304
Asian Time,0.0,0.0
Tessico,51.20732,4.4037714
Pitaverne Wilrijk,51.1717341,4.3877893
Restaurant Medina,51.1867237,4.3865355
Pita Huis Blauwwater,51.2075136,4.4135132
Frituur Special,51.1814436,4.3750415
Mevlana Pide,51.2023511,4.3926235
Triangolo Restaurant,51.1709961,4.4325287
King Potato,51.1341236,4.3864343
Breughelhof Cafe Bistro,51.1764672,4.3669013
Magnum and Ben&Jerry's Store,51.210823,4.3968105
Esaki Sushi,51.2193774,4.3992342
Resto Borsa,51.18893,4.4331958
La Dany,51.2069524,4.4150948
Hawaiian Poké Bowl,51.2150866,4.3988545
NAZ Kebab,51.2162787,4.3995765
Pita Muradim,51.2076892,4.3887578
Troy & Mezze,51.2043698,4.3918583
Pizzeria Nicoletta,51.2150251,4.3974607
Golden Dragon,51.20649,4.4100058
Simone's Kitchen @ Good Food Institute,51.2078859,4.4153167
The Crêperoom,51.1748564,4.3468921
Pizza Hut Delivery,51.1631363,4.3846145
Hoffy's Take Away,51.212798,4.420093
Yamato,51.2093704,4.3948956
Minato,51.2085186,4.3892254
Maldini's Pizza,51.18286,4.3729308
Kyoto Sushibar,51.195008,4.400554
Ling Nan,51.1832487,4.3828624
Azuma Asian Dining,51.2099081,4.3938315
China Town,51.1726524,4.444475
Thai Oriental Palace,51.2045403,4.3958141
De Zwaan,51.1818664,4.3708438
Rebel Kitchens,51.2104331,4.3944146
Le Pain Quotidien,51.2095235,4.3937266
Evita's eethuis,51.2120057,4.3938857
Broodjes Lena,51.2082972,4.404395
Dilbi Restaurant,51.210143,4.4021376
Frituur Amigos,51.1824081,4.3811551
Frit-Uurtje,51.1725515,4.3626076
Curryosity,51.2314046,4.4109599
Rainbow Sushi,51.1699676,4.3873219
Pastabar Da Riccardo,51.2035657,4.3893766
Pita Express,51.1829645,4.3833547
Tandoori Pasta,51.2081118,4.3897088
BreadPoint,51.2069896,4.3977812
Sushi Kinzi,51.2073724,4.4096192
Pitza Service,51.1884962,4.3872395
Domino's Pizza,51.1706421,4.3948893
Rimas Restaurant,51.178448,4.3590975
Osaka Sushi Antwerpen,51.2060145,4.3963516
Patates,51.2081118,4.3897088
Frituur Lescluze,51.1955993,4.4115686
Otomat,51.2127935,4.4070717
Burger Paradise,51.1898796,4.3790695
Karasu,51.2014351,4.4063793
Pokébar,51.2067611,4.3978689
Okoz,51.2148712,4.3983794
Amon,51.1829676,4.3842068
Pasta Design,51.186413,4.387204
TotalEnergies,51.2052051,4.3875875
Pita Vogelmarkt,51.213503,4.4094513
Madagascar Pokébowl,51.17665,4.377044
Mister Wok,51.2162186,4.3994353
Nuoc Mam,51.2101809,4.3946499
Pizza Boxx,51.204868,4.3961402
Casper,51.2108225,4.3968105
Frituur Permeke,51.1799608,4.3899875
Love-Leigh-Jays,51.204693,4.395688
Kloonies,51.2126406,4.3942203
Poke Brawl,51.2248456,4.4120661
Nani,51.2117112,4.397461
Take-A-Thai,51.2117644,4.4011392
Sushi Factory,51.178388,4.3594327
Okka Restaurant,51.1845916,4.374025
Frituur De Kern,51.1708984,4.3949403
't Stad Kebab,51.2124675,4.4076701
Mattina Antwerpen,51.2132969,4.405185
Frituur De Witte,51.2062797,4.4155576
Gelato Giuliano,51.2101169,4.3968388
Frituur Marnix,51.2107058,4.3972408
Golden Side,51.206638,4.398326
Snackbar 109,51.2039491,4.394389
Pam Pam,51.1884309,4.382444
The Golden Olive,51.207757,4.3885145
Vers-Zuid,51.2125683,4.394219
Pizza Phone,51.2004798,4.391476
Win's Asian Fusion,51.2068128,4.390427
Brasserie Shammy's,51.1793005,4.3779457
Taste King Pizza,51.2141072,4.3981689
Chez Marie,51.2100489,4.4069786
Almina,51.1785685,4.3587163
Boker Tov,51.19538,4.409469
Pizzeria Lina,51.1861375,4.3874416
Mio Pasta,51.2151321,4.3985194
Liri's Burgers,51.20812,4.3895597
Continu Food & Drinks,51.20894,4.4086833
Omonni Korean Fried Chicken,51.213924,4.3938665
Wok Box,51.1748858,4.3467025
Julius Caesar,51.185833,4.3759265
Meski,51.2126639,4.3938998
Wok 49,51.18393,4.3735404
Boker Tov,51.2100621,4.3944799
Cigkofte And Rolls,51.2010301,4.3987155
Pokelicious,51.2027586,4.390082
Kokorecci Antwerpen,51.2021287,4.3928709
Wabi Sushi,51.197945,4.4255376
Pizza Pasta Kiel,51.18765,4.3762774
Frituur Olympiade,51.1833154,4.3838227
Barouche,51.21006,4.3956423
Frituur Nationale,51.213764,4.3978624
Tasty Burger Zuid,51.213709,4.3978461
Slice and More,51.17936,4.377964
Namaste,51.1637576,4.1396417
De Fontein,51.2191013,4.1945366
Mister Wok & More,51.162971,4.142253
Bamboo Sushi & Bar,51.1652014,4.1415285
KingRibs,51.2141233,4.2539629
Yarsagumba,51.21236,4.255401
El Patron,0.0,0.0
Sushi Waasland,51.2225574,4.1220312
Pizza Phone,51.2208129,4.3854696
Pizza Slice,51.2207637,4.3788641
Acropolis - Patmos - El Gringo,51.1604798,4.1505294
Brasserie De Witte Molen,51.1620805,4.1567301
BE-JACKS,51.1650379,4.1425326
Renard.Pizza,51.2223099,4.1228418
Pizza Company,51.21308,4.257836
Sushi Land,51.1764323,4.1827088
@ Wok,51.177741,4.1944364
Cairo One,51.2146721,4.2533856
Maritimo Da Gino,51.1657485,4.1366746
De Friterie,51.2181218,4.1294353
Melita,51.2142722,4.2572492
't Friet-Uurke,51.1925063,4.1781917
Miss Pizza,51.2162709,4.2514887
Pizza HOT,51.1375502,4.294662
The Daily,51.212832,4.2564012
King Pizza & More,51.1595353,4.1439857
Frituur 1830,51.2093268,4.2374732
Sushi Sake,51.2043511,4.2384847
Ciz Bizz Grill,51.1666241,4.1340781
Pizza Paleis Haasdonk,51.1798851,4.2334942
Pitta & Pizza Antalya,51.2114476,4.251832
Pizza Hut Delivery,51.2110689,4.2509849
Pitza Service Beveren,51.2112126,4.252266
Eethuis familia,51.219894,4.2795415
Org_idee,51.167362,4.142053
Temakisushi,51.12511,4.2141933
La Familia,51.1759722,4.1900363
Amari's,51.215942,4.3292193
Pizza Toni,51.2311635,4.3849067
Shiso,51.1635573,4.1398748
China Service Catering,51.1700638,4.1577531
Brunch House,51.1668546,4.1345618
Switch Star,51.1897516,3.5756489
Pitta Snack Waarschoot,51.1516652,3.6077882
Neko Sushi,51.1838421,3.5665694
Pizza Hut Delivery,50.8440202,3.6032133
BRGRS,50.8905146,3.4237077
Casa Pupella - Pizzeria Napoletana / Friterie,50.7720786,3.1696988
Citron Vert,50.7433888,3.2134427
Paille en Queue,50.743998,3.2069266
Frituur 't Buikske,50.7990918,3.1145335
So Drive Burger Menen,50.7864655,3.1280116
Safari's,50.7873945,3.1296377
Domino's Pizza,50.7441493,3.2066661
Festin Royal,50.7476233,3.2139274
Domino's Pizza,50.7923644,3.1236254
La Palmeraie,50.7874891,3.1269461
Bab Kebab,50.7500442,3.1839992
Maki Maki,50.7435656,3.206307
Les Tables de Breughel,50.7501601,3.2081286
Allo Pizza,50.7712832,3.0456823
Fleur de Riz,50.766224,3.0041163
Gooo Pizza,50.7486131,3.2118662
Snack Melita,50.7962682,3.1212188
Oishi Sushi,50.82907,3.2648468
Tacos,50.7263899,3.1938942
New Golden Bowl,50.802999,3.1577384
Domino's Pizza,50.8316554,3.2537906
Leo's Bakkerij & Kebab,51.117792,5.2601209
Amon,51.1162628,5.2592204
Domino's Pizza,51.0386723,5.2981555
Mira,0.0,0.0
Kadirga,51.0391626,5.3002396
Cigkoftem,51.0393728,5.3000212
Turkoase,50.9863669,5.0487732
Domino's Pizza,50.9792264,5.0556862
China Place,50.9789033,5.0568303
Indian tadka & Istanbul kebab,50.9896628,5.0502084
New City,51.0211834,5.4712118
Cappadocië,50.9658811,5.5022231
Ali Baba Vennestraat,50.9802545,5.4919544
Domino's Pizza,50.965965,5.4984426
Le Kasseria,0.0,0.0
Jerusalem,50.9664556,5.5000842
Mashar Pide,50.977367,5.489949
Lifei's Sushi,50.9778206,5.4902263
Istanbul Snacks,50.9755102,5.4706466
Sushi & More,50.9641925,5.4978276
Esaki Sushi,50.9648782,5.5007936
Chitir Chicken,50.9648739,5.504603
Frituur Cité,50.9811288,5.4923153
Wereldkeuken Genk,51.0058087,5.4971783
Mr. Taco,51.0061033,5.4983049
Ali Baba Stalenstraat,50.9935263,5.5186807
Gurman BBQ,51.000404,5.5067773
Kokorec Grillhouse,51.0389034,5.297598
Pizza Master Shop,50.98096,5.492866
Starbucks ©,50.9309189,5.3274216
Pep & Pino,51.0154944,5.290335
Zelem Pizzeria,50.9780074,5.1217436
Pizza Service,50.9828273,5.0506893
New York Pizza,50.9394938,5.3028907
Number One Snack,50.9453622,5.2611201
Kiyo,50.9263828,5.3259645
Kebap - Pizza De Brug,0.0,0.0
TAT,50.9263663,5.3399257
Seven Kebap 7,50.9323878,5.3422072
Traiteur Sim & Yur,50.9463946,5.256125
El Bocado,50.9304099,5.3341111
Frituur Mona,50.9298903,5.3503604
Eethuis Hoekske,50.925994,5.3251184
Mr. Spareribs,50.930466,5.343357
De Burgermeester,50.9306863,5.3365355
Eethuis Star,50.9477982,5.344999
Aki Sushi,50.9303754,5.3388719
Orient KURINGEN,50.9415088,5.3007665
The Burgery Hasselt,50.931667,5.3407288
Pain d'Or,50.9304853,5.3434391
Roll & Bowl,50.930087,5.3380925
Amino's,50.924465,5.330558
Lilla,50.9312994,5.3400496
Patat Frituur,50.9266153,5.3414086
Eethuis Meyman,50.9426912,5.2861735
Orient,50.9249881,5.3259603
Esaki Sushi,50.9301707,5.3420596
Domino's Pizza,50.9308887,5.3286127
Frituur De Demer,50.932865,5.3388977
Marmara Fish & Grill,51.0405293,5.303483
Pasa,51.0332193,5.2812994
Domino's Pizza,51.0806811,5.2191537
Ali Baba,51.0782718,5.2187304
Eethuis Orient,51.0388933,5.2991728
Oba Grillhuis,51.1162617,5.2620302
Eatpoint,51.0297439,5.2592668
Frituur De Mijn,51.0730633,5.2227106
Venus 7,51.0874035,5.2196722
Barnaba,51.0588522,5.2737171
Payitaht,51.0733844,5.2258014
Caribbean Food Village,51.039955,5.223799
Venus 8,51.055254,5.2738908
Bij Frituur LiTo,51.0330579,5.2813554
Huzur Pizzeria Kebab,51.1163805,5.2619274
Bel Kebab,51.0588082,5.2733333
Schaffense Kebap,50.997961,5.077685
Anatolian Kebap,51.0673158,5.0911336
Snack Aydin Beringen,51.0748681,5.2200034
Baskent Tessenderlo,51.0673327,5.0875676
Orient Diest,50.9800088,5.0445122
"Efes Grillhouse, Kebab & Pizzeria",50.9798127,5.0549133
Kebap Corner,50.978933,5.0567785
Sofram,51.0746271,5.2202015
Baskent Meerhout,51.1210878,5.0539219
Belchicken,50.981885,5.0530198
Domino's Pizza,51.0684176,5.0878876
Broodjes De passant,51.0313516,5.0091299
Soyy Eethuis & Gelateria,51.05137,5.239609
'T vurig fritje,51.0313516,5.0091299
Chifuri,50.7129031,3.8287697
Domino's Pizza,50.7718811,3.8750382
Kali Orexi,50.7705011,3.8735281
Pizza Talia Original,50.7718798,3.8776174
Pitta Marmaris,50.7699036,3.8745797
Best Grill,50.7710849,3.8828792
Pizzeria La Piazzetta,50.7547851,3.9693046
Ath Grill,50.6284812,3.7743981
La Cité de Pékin,50.712547,3.8293593
Pitta Istanbul,50.7118857,3.8347091
Traiteur Gloss,51.0212509,3.0140633
Bosphorus,50.8753181,5.3082716
Domino's Pizza,50.9070384,5.419368
Snack Corner,51.0702663,4.036278
Deluxe Burger Hamme,51.1005239,4.141438
Eetcafé Ossendrecht,51.3937523,4.3295408
Frituur Statie 68,50.88942,3.4299214
Merdin 3,50.9925856,4.7061002
Pizzeria Sipan,50.9884214,4.7820077
Bistro Begijnenhof,51.015415,4.786727
Centrum Kebap,50.9933773,5.3678495
New York Pizza,51.0266493,5.3756887
Doner Kebab Bahri,51.0316401,5.3725979
Eethuis Spalbeek,50.9475276,5.2335178
Royal Donuts & Bagels,50.9652053,5.500407
Star Sushi Asian Cuisine,50.947514,5.251905
Chef Eethuis,50.9912688,5.3688786
Snack Aydin Genk,50.9635393,5.500285
Frituur Muzzy,51.0391266,5.2998532
Anatolia,50.986765,5.1927006
Pizza Family,50.928493,5.353712
Aladin,50.9330042,5.3268261
Pizza Masters,50.9493742,5.3464571
De Mijn Kebab,51.0372686,5.3310157
Ümit Pizza Kebab Grillroom,51.030933,5.3715848
Frituur Het Verschil,51.02396,5.3752223
VIVAiVINI Ristoro & Wijnbar,50.9442878,5.3548311
Koji Sushi,50.9380658,5.3152331
Hasseltse Kebab,50.9301263,5.3318256
Star Sushi Asian Cuisine,50.9304587,5.3452522
Panini & Grill,51.0404918,5.3049018
Bio Sushi,50.9916859,5.3684708
Belchicken,50.935235,5.3365465
Top Sushi,50.9481149,5.3361718
Ustun Kebab,51.0241203,5.3752994
Plaza Snacks,51.0229785,5.3137589
Qubbe Lounge,50.9796424,5.4915451
Lagash,51.0015169,5.5082299
My Kebab,50.9872387,5.40882
Frituur 't Bekske,51.0407393,5.2817897
Domino's Pizza,50.9934628,5.3675862
Thai Café,50.9393649,5.3353363
Pizza Service,50.9330023,5.3387576
Only Pizza,50.9339069,5.3397515
Nutsland,51.040146,5.301788
Pita Gyros Akropolis Hasselt,50.9341862,5.3396844
Pastalia,50.992363,5.344523
Venus,50.9995553,5.3320171
H'AppyBites,50.96473,5.502801
Sushi & Saki,50.933398,5.3260849
Famiglia,51.000275,5.5067897
Italian Delights,50.9493699,3.2893233
Snack Zomergem,51.1184148,3.5611182
Domino's Pizza,51.0660533,3.1011665
Pizza Di Trevi,51.0657866,3.0975097
Nic'Os pizza house,51.1006531,3.0332072
Royal Food House,51.1301028,3.027622
Shaan pizza,51.0971005,3.2095149
Snack Aydin Ham,51.1045326,5.1772193
Baskent Balen,51.1728415,5.1696578
Istanbul,51.1672968,5.1734859
Nefertete,51.1869835,5.1173167
Balen'se Kebap,51.1710139,5.1663912
Efes Mol,51.1873243,5.1196074
The Burgery en Chitir chicken,51.2305882,5.3108629
Milo II Kebap Pizza Pasta,51.2372439,5.113052
Domino's Pizza,51.1863678,5.1175488
'T Gouden Hapje,51.1629251,5.2677665
Royal Donuts & Bagels,51.0779096,5.219035
Kral Snacks,51.1750392,5.1355752
Kent,51.183926,5.1148286
Pizza Aversa,51.0609981,3.2574778
AFC - Antwerp Fried Chicken,51.2432565,4.4430529
